Datetime,Zone,Value,Trend,Residual
2017-06-27 19:00:00,Zone 1,31793.377481666666,32447.220946430778,-5266.587702492659
2017-06-27 20:00:00,Zone 1,38812.18543,32422.734140062337,-3773.151360023963
2017-06-27 21:00:00,Zone 1,39542.251655,32398.530453056297,-3486.4508532060427
2017-06-27 22:00:00,Zone 1,40540.39735,32374.623239590357,-2449.0978996228187
2017-06-27 23:00:00,Zone 1,38295.09933833333,32351.026442651935,-2141.0714547736898
2017-06-28 00:00:00,Zone 1,34331.12583,32327.754537588615,-2226.207930287459
2017-06-28 01:00:00,Zone 1,30720.00000166667,32304.822518779863,-2495.8462626811743
2017-06-28 02:00:00,Zone 1,28618.807946666668,32282.245858398863,-2464.8480626826895
2017-06-28 03:00:00,Zone 1,27630.198676666667,32260.040461828503,-1787.1474682952285
2017-06-28 06:00:00,Zone 1,20461.986756666665,32195.812909313292,-1622.9241441211925
2017-06-29 08:00:00,Zone 1,23107.81456833333,31837.71394537655,-1781.5034626949491
2017-06-29 09:00:00,Zone 1,24614.569536666666,31832.108269037224,-2692.4922955495786
2017-06-29 10:00:00,Zone 1,27606.887418333336,31827.148592482663,-3060.2450164174516
2017-06-29 11:00:00,Zone 1,31222.251655,31822.836654345847,-2360.9508945426205
2017-06-29 17:00:00,Zone 1,34813.24503333333,31810.64948038108,1721.1826246830606
2017-07-02 08:00:00,Zone 1,24543.255815,32818.654812434346,1730.6568741417868
2017-07-02 10:00:00,Zone 1,29805.714286666665,32860.4920431767,1668.590562643738
2017-07-04 10:00:00,Zone 1,28598.006646666665,33695.362118847464,-4702.959316300126
2017-07-04 11:00:00,Zone 1,29396.41196166667,33709.588265820144,-4877.373463813059
2017-07-04 12:00:00,Zone 1,32630.431891666667,33723.65164197696,-3671.737557910019
2017-07-04 13:00:00,Zone 1,35105.38206,33737.55238352208,-2125.3974899759414
2017-07-04 14:00:00,Zone 1,34283.588039999995,33751.29175277256,-2719.745808428601
2017-07-05 11:00:00,Zone 1,38479.734220000006,34009.49706002408,1865.4035367031975
2017-07-06 10:00:00,Zone 1,38903.92026666667,34268.04052487051,3371.5330991333612
2017-07-06 11:00:00,Zone 1,41626.57807166667,34279.517895136276,4667.084745030916
2017-07-06 12:00:00,Zone 1,41947.641196666664,34291.03690773695,3122.948051829284
2017-07-06 13:00:00,Zone 1,41978.47176,34302.59869730383,2433.554990603152
2017-07-06 14:00:00,Zone 1,42170.89701166667,34314.203826473364,3033.6381346644193
2017-07-06 15:00:00,Zone 1,41335.28239,34325.852500084104,2596.8744504069473
2017-07-06 16:00:00,Zone 1,40014.883721666665,34337.5446080159,2427.350565001325
2017-07-07 11:00:00,Zone 1,29575.016611666666,34567.025235221176,-5924.505746054107
2017-07-07 12:00:00,Zone 1,34616.345515,34579.42173142425,-1902.7083254405552
2017-07-07 16:00:00,Zone 1,35562.524915,34629.21285005804,-1701.3351215433722
2017-07-09 18:00:00,Zone 1,31398.272425,35184.50068504171,-2202.9304290838118
2017-07-09 19:00:00,Zone 1,35979.26910333333,35192.0185419579,-2283.103530864173
2017-07-09 20:00:00,Zone 1,43803.85382166667,35199.33463785332,-1756.6926432030814
2017-07-09 21:00:00,Zone 1,43359.46843833334,35206.45378335322,-2078.630135161271
2017-07-09 22:00:00,Zone 1,40316.81063166667,35213.38156265512,-2976.7250241677975
2017-07-09 23:00:00,Zone 1,36859.534883333334,35220.12450316013,-2295.3430692751717
2017-07-11 10:00:00,Zone 1,38696.611295,35419.50849148137,1788.8754572553662
2017-07-11 11:00:00,Zone 1,40468.83721,35425.946002982186,1816.6198490663155
2017-07-11 12:00:00,Zone 1,41759.46844,35432.47715074632,2104.6739229538
2017-07-12 22:00:00,Zone 1,46186.31229333333,35692.195656607,1858.082202553458
2017-07-14 06:00:00,Zone 1,23240.930233333333,35933.9904697256,-1809.3164159726948
2017-07-14 08:00:00,Zone 1,29073.222591666665,35947.31587978911,-1645.8896674581702
2017-07-14 09:00:00,Zone 1,32071.229236666666,35953.85704676448,-1990.7629159386415
2017-07-14 10:00:00,Zone 1,35468.97009833334,35960.31632544244,-1644.2744720380506
2017-07-14 12:00:00,Zone 1,36262.059799999995,35972.986283573104,-2014.440633039514
2017-07-14 13:00:00,Zone 1,36270.564783333335,35979.19481931282,-2181.971332533103
2017-07-14 15:00:00,Zone 1,41266.17940166667,35991.35377950529,1736.9604829189702
2017-07-14 16:00:00,Zone 1,40442.25913833333,35997.30247434454,1888.4723192235688
2017-07-14 18:00:00,Zone 1,33525.58139666667,36008.93306955388,-2751.96820691882
2017-07-14 19:00:00,Zone 1,37721.727575000004,36014.61295456346,-3131.6403508853546
2017-07-14 20:00:00,Zone 1,44447.04318833334,36020.20156321274,-3106.575023746642
2017-07-14 21:00:00,Zone 1,43184.05315666667,36025.69853641775,-3716.8386578519967
2017-07-14 22:00:00,Zone 1,41004.65116166666,36031.103842797376,-3619.9672732031795
2017-07-14 23:00:00,Zone 1,36070.697674999996,36036.41781135116,-3913.0279547468162
2017-07-15 00:00:00,Zone 1,31709.767441666667,36041.64116134518,-3371.6587804598093
2017-07-15 01:00:00,Zone 1,28082.392024999997,36046.77500606836,-3424.6277544457516
2017-07-15 02:00:00,Zone 1,28507.641195,36051.82085639919,-1817.9625418724463
2017-07-22 21:00:00,Zone 1,46555.215945,36502.163791059815,-1891.2859202310865
2017-07-23 08:00:00,Zone 1,26100.730896666664,36575.81678767591,-1598.73031949703
2017-07-23 09:00:00,Zone 1,29397.475083333335,36583.21441762599,-1776.4360115861127
2017-07-23 10:00:00,Zone 1,32210.49833833333,36590.7434394595,-2009.2500224181495
2017-07-23 11:00:00,Zone 1,34497.27574833333,36598.406592187996,-2184.3860731536843
2017-07-23 12:00:00,Zone 1,35067.109635,36606.2065855637,-2184.1582498374846
2017-07-23 13:00:00,Zone 1,36160.0,36614.146101061386,-1596.4922759787878
2017-07-23 14:00:00,Zone 1,35332.89036666667,36622.227870065675,-1819.1580270463019
2017-07-23 15:00:00,Zone 1,34722.65781,36630.45468778047,-1590.6548412401607
2017-07-24 17:00:00,Zone 1,40002.126245,36903.124774656775,1741.9954474377519
2017-07-24 18:00:00,Zone 1,40194.551495,36915.899882143,1728.0194843927238
2017-07-30 23:00:00,Zone 1,42944.85049833333,37568.5835188736,1757.6839357759309
2017-08-01 23:00:00,Zone 1,39844.79467333333,37371.845729333785,-1748.410057963425
2017-08-02 00:00:00,Zone 1,34744.328525,37368.10650284894,-1714.3251089035039
2017-08-03 12:00:00,Zone 1,38313.69589166667,37259.71451537837,-3525.6354600471823
2017-08-06 19:00:00,Zone 1,39190.58823666667,37282.890754643144,-3419.8440547637874
2017-08-06 20:00:00,Zone 1,44288.92341833334,37282.03427636377,-3301.002243477007
2017-08-06 21:00:00,Zone 1,43363.018866666665,37281.060443679555,-3472.173556509304
2017-08-06 22:00:00,Zone 1,40965.682575,37279.966159003,-3341.0248997917515
2017-08-06 23:00:00,Zone 1,37139.53385166667,37278.74872168271,-2957.432430519293
2017-08-07 00:00:00,Zone 1,33870.63262833333,37277.40583876639,-1896.0308762295172
2017-08-07 19:00:00,Zone 1,47799.68923333334,37227.77407584464,1795.7426315502962
2017-08-07 20:00:00,Zone 1,51844.26193166667,37223.99952453368,1740.163391191636
2017-08-08 09:00:00,Zone 1,37966.348503333335,37167.37962061007,1962.091545064679
2017-08-08 10:00:00,Zone 1,41257.62486166666,37162.52642626364,2198.4398044024274
2017-08-08 15:00:00,Zone 1,39029.70033166667,37137.34703487677,-1707.941196599677
2017-08-08 16:00:00,Zone 1,37978.068811666664,37132.12882775559,-1642.8259163447728
2017-08-09 10:00:00,Zone 1,35817.2697,37026.366800903255,-2608.73814056407
2017-08-10 07:00:00,Zone 1,26983.35183,36878.90110651849,-1579.559096602432
2017-08-10 08:00:00,Zone 1,30386.503885000002,36871.54763875244,-1691.7683437197702
2017-08-10 09:00:00,Zone 1,32472.719198333332,36864.17912752531,-2479.315280448449
2017-08-14 08:00:00,Zone 1,29126.037736666665,36594.14590268121,-1895.1609342558586
2017-08-14 09:00:00,Zone 1,32663.440619999998,36598.845984193424,-2169.6015890037597
2017-08-14 10:00:00,Zone 1,36462.952274999996,36603.5965264943,-1870.7301911721806
2017-08-14 11:00:00,Zone 1,38767.591565,36608.389972569865,-1920.849740615311
2017-08-14 12:00:00,Zone 1,39703.08546,36613.21868835123,-1988.8106356811986
2017-08-14 13:00:00,Zone 1,39973.71809166666,36618.074608494004,-1785.8361355317538
2017-08-14 14:00:00,Zone 1,39151.165368333335,36622.94909323926,-1842.0484302077602
2017-08-14 16:00:00,Zone 1,37270.588235,36632.71860886683,-1689.5835720100877
2017-08-25 02:00:00,Zone 1,26651.986681666665,36153.52798543339,-2049.615429399055
2017-08-27 18:00:00,Zone 1,37543.351833333334,35338.70241847692,1802.1881953738994
2017-08-27 19:00:00,Zone 1,46948.36847833334,35314.873377186,1777.3933047586834
2017-08-27 20:00:00,Zone 1,48300.46615,35290.68696250511,1769.8070646732085
2017-08-28 02:00:00,Zone 1,29278.401775000002,35138.35028129847,2069.7401281665007
2017-08-28 11:00:00,Zone 1,39606.12652666667,34889.326114027455,1857.127874774662
2017-08-30 02:00:00,Zone 1,20907.968921666667,33705.93646157511,-5076.024162500915
2017-08-30 03:00:00,Zone 1,22182.28635,33676.17174176369,-3769.8327865240535
2017-08-30 04:00:00,Zone 1,22458.246391666664,33646.50381862761,-3611.687477149968
2017-08-30 05:00:00,Zone 1,20207.946725,33616.936257621725,-3168.358891679909
2017-08-30 07:00:00,Zone 1,23227.52497166667,33558.1195398984,-2033.2803821033085
2017-08-31 06:00:00,Zone 1,21353.340733333334,32926.30644893392,-1767.3930299475542
2017-09-01 07:00:00,Zone 1,26579.469025,32388.277914175316,1680.8012617783133
2017-09-01 09:00:00,Zone 1,25233.982298333332,32353.358145995437,-4364.466489564056
2017-09-01 10:00:00,Zone 1,25694.86725666667,32336.37164154625,-5818.06218888946
2017-09-01 11:00:00,Zone 1,26633.62832,32319.705040198995,-6012.779685745743
2017-09-01 12:00:00,Zone 1,27513.9823,32303.362430846788,-4896.727573608197
2017-09-01 13:00:00,Zone 1,28093.805308333336,32287.34862975393,-4882.794071047792
2017-09-01 14:00:00,Zone 1,27412.035398333333,32271.669090546828,-5347.052792704137
2017-09-01 15:00:00,Zone 1,27099.823008333333,32256.32982131323,-5154.40101111721
2017-09-01 16:00:00,Zone 1,27426.90265666667,32241.337307067275,-4528.280746762499
2017-09-01 17:00:00,Zone 1,27732.743361666668,32226.698360145838,-3979.9664820453763
2017-09-01 18:00:00,Zone 1,30449.203540000002,32212.419887966906,-3692.0846637030445
2017-09-01 19:00:00,Zone 1,39862.30088333334,32198.508755380342,-3075.553159244857
2017-09-01 20:00:00,Zone 1,40723.539825,32184.971724041174,-2913.709987504546
2017-09-01 21:00:00,Zone 1,40700.17699166667,32171.815371958353,-2737.1023834581792
2017-09-01 22:00:00,Zone 1,39032.920353333335,32159.04599122954,-2337.8902931008233
2017-09-01 23:00:00,Zone 1,35453.097343333335,32146.669701310955,-1716.692225343355
2017-09-02 07:00:00,Zone 1,21473.628318333333,32062.495677737963,-2083.529154103282
2017-09-02 08:00:00,Zone 1,23731.327433333336,32053.902346010505,-1921.7236614570502
2017-09-02 09:00:00,Zone 1,26424.424776666667,32045.750685766754,-1785.1130663253352
2017-09-02 10:00:00,Zone 1,28523.893805,32038.043530292653,-1936.713102201982
2017-09-02 11:00:00,Zone 1,29686.725663333335,32030.78331337839,-2026.621467062414
2017-09-02 12:00:00,Zone 1,30864.42478,32023.972106172605,-1855.114019452998
2017-09-03 08:00:00,Zone 1,24966.371681666667,31984.79157782533,1793.1300314605105
2017-09-03 09:00:00,Zone 1,28180.884955,31987.77182480916,2138.334748529469
2017-09-03 10:00:00,Zone 1,30831.504423333332,31991.217671361734,2394.0097502552053
2017-09-03 11:00:00,Zone 1,32220.530971666667,31995.126129011802,2126.983833114249
2017-09-03 12:00:00,Zone 1,32968.141593333334,31999.49369121967,1723.757319802091
2017-09-04 18:00:00,Zone 1,33203.893805,32309.883838924277,-1658.5871084568644
2017-09-04 19:00:00,Zone 1,40947.61061833333,32324.636331471385,-2317.3684718185395
2017-09-06 08:00:00,Zone 1,24715.752215,32901.5593828543,-2891.814869256985
2017-09-06 09:00:00,Zone 1,28524.95575166667,32915.4096031814,-2294.4591401972684
2017-09-06 10:00:00,Zone 1,31214.867258333335,32929.05554566443,-2288.44313481712
2017-09-06 11:00:00,Zone 1,33336.637168333335,32942.49138368606,-2256.942795363826
2017-09-06 12:00:00,Zone 1,34204.247788333334,32955.71186824361,-2320.300306028603
2017-09-06 13:00:00,Zone 1,34374.15929166666,32968.71239889936,-2272.5363312170703
2017-09-06 14:00:00,Zone 1,33363.18584,32981.48914245058,-2419.7914445770293
2017-09-06 15:00:00,Zone 1,32099.46902666667,32994.03919853385,-2477.0303573305537
2017-09-06 16:00:00,Zone 1,31420.884955,33006.3608979695,-2177.1968814072206
2017-09-06 17:00:00,Zone 1,31989.026548333335,33018.45377709183,-1600.6592046553524
2017-09-08 12:00:00,Zone 1,36909.02654833333,33443.49314119557,1774.5244941098426
2017-09-08 14:00:00,Zone 1,36346.194690000004,33464.94925696389,1723.0185704753821
2017-09-08 15:00:00,Zone 1,35460.53097166667,33475.81727184696,1706.7995583752345
2017-09-08 16:00:00,Zone 1,35078.230090000005,33486.77390298261,1862.0711267239167
2017-09-08 17:00:00,Zone 1,34866.902655000005,33497.81505125843,1788.3990611797926
2017-09-14 13:00:00,Zone 1,40031.150441666665,34182.2168179961,1674.9672122854972
2017-09-21 07:00:00,Zone 1,24090.265485,33518.06895501729,-1695.8952681275514
2017-09-21 08:00:00,Zone 1,26820.53097333333,33520.68545021876,-1941.3536449003623
2017-09-21 09:00:00,Zone 1,29784.42477833333,33523.29869375354,-1775.553980416822
2017-09-21 10:00:00,Zone 1,32457.345133333336,33525.90616104893,-2346.141296271526
2017-09-21 11:00:00,Zone 1,33620.176993333334,33528.50598768595,-2875.820578671068
2017-09-22 06:00:00,Zone 1,22955.04424666667,33577.96335956018,-1683.7818897220532
2017-09-22 07:00:00,Zone 1,24216.637166666667,33580.72674177402,-1646.2287016052214
2017-09-23 11:00:00,Zone 1,36967.43363,33670.83242346083,1804.4641378191882
2017-09-23 12:00:00,Zone 1,37391.150441666665,33674.702890105786,1742.5916737853113
2017-09-25 09:00:00,Zone 1,33505.486723333335,33886.77483596706,2036.2620910272599
2017-09-25 10:00:00,Zone 1,36475.75221333333,33890.61534480148,1820.4372663419126
2017-09-26 08:00:00,Zone 1,26246.017698333333,33924.95481865189,-2682.855244621216
2017-09-26 09:00:00,Zone 1,28382.654868333335,33924.114047030846,-3615.7934955182573
2017-09-26 10:00:00,Zone 1,31012.035398333333,33923.07356092309,-4111.786545891704
2017-09-26 11:00:00,Zone 1,32550.796458333334,33921.837031251904,-4185.082978341481
2017-09-26 12:00:00,Zone 1,33681.76991333333,33920.40875799264,-3475.191659349235
2017-09-26 13:00:00,Zone 1,33869.734515,33918.79367786619,-2966.4333178947163
2017-09-26 14:00:00,Zone 1,34104.424778333334,33916.997276609254,-2500.5051028085145
2017-09-27 09:00:00,Zone 1,33692.38938,33858.21997383288,1788.3814066240957
2017-09-27 10:00:00,Zone 1,36396.10619666667,33854.43537360743,1810.5813892519145
2017-09-27 17:00:00,Zone 1,38288.495575,33827.849643038884,1748.0925620202834
2017-09-29 09:00:00,Zone 1,33910.08849666667,33726.43270250264,1666.83779293931
2017-09-30 08:00:00,Zone 1,25530.265486666667,33692.77516946373,-2622.3930647388333
2017-09-30 09:00:00,Zone 1,28381.59292,33690.889113682686,-2790.5749112323065
2017-09-30 10:00:00,Zone 1,31069.38053,33688.922581762905,-2921.7733231256498
2017-09-30 11:00:00,Zone 1,32345.840708333333,33686.87077525782,-3006.786940509108
2017-09-30 12:00:00,Zone 1,32590.088496666664,33684.729498373,-2977.7521045158646
2017-09-30 13:00:00,Zone 1,32114.336281666667,33682.49514953742,-3036.9785435089907
2017-09-30 14:00:00,Zone 1,31333.805308333333,33680.164610436674,-3198.5542918079955
2017-09-30 15:00:00,Zone 1,27793.274335,33677.73508440109,-5073.00846078313
2017-09-30 16:00:00,Zone 1,28722.477876666668,33675.20422305,-4196.817282144053
2017-09-30 17:00:00,Zone 1,31598.230088333334,33672.5705149308,-2907.7725848726186
2017-09-30 18:00:00,Zone 1,40024.77876,33669.83326497785,-2834.693057920511
2017-09-30 19:00:00,Zone 1,42151.858406666666,33666.99251164662,-3070.679404342107
2017-09-30 20:00:00,Zone 1,41875.752211666666,33664.048741605206,-2582.530677529834
2017-09-30 21:00:00,Zone 1,40586.54867333333,33661.00239920322,-2025.7353940259927
2017-10-04 11:00:00,Zone 1,34294.26695833333,33571.5620847487,-2137.3041465698298
2017-10-05 18:00:00,Zone 1,43146.43325833333,33673.02509219888,-1733.3420542612075
2017-10-05 19:00:00,Zone 1,44871.072210000006,33673.66672596532,-1696.265913928779
2017-10-05 21:00:00,Zone 1,41075.185995,33674.32870531904,-1607.4844867998108
2017-10-09 09:00:00,Zone 1,29099.343543333332,33712.09807569555,-2685.112860767993
2017-10-09 10:00:00,Zone 1,31765.076588333333,33715.67734058944,-2693.686396783105
2017-10-10 12:00:00,Zone 1,35093.56673666667,33804.067698041385,-1929.5889556013935
2017-10-10 13:00:00,Zone 1,35052.603938333334,33806.933952914806,-1811.5984852445436
2017-10-17 10:00:00,Zone 1,36863.369803333335,33726.490930474094,1839.0074580334986
2017-10-18 09:00:00,Zone 1,30146.52079,33588.477247017654,-2649.3589123890524
2017-10-18 10:00:00,Zone 1,31080.26258,33582.53296798539,-3542.8524207878945
2017-10-18 17:00:00,Zone 1,40553.17286666667,33540.93472267641,1820.95922232054
2017-10-24 18:00:00,Zone 1,46354.135669999996,31883.20114748789,1737.8108546645453
2017-10-25 10:00:00,Zone 1,36249.97812,31565.713551121673,2625.34742145555
2017-10-25 17:00:00,Zone 1,34308.97155333333,31426.45018796023,-2460.60665651576
2017-10-25 18:00:00,Zone 1,41463.807441666664,31406.56922744321,-2117.3745884481978
2017-10-25 19:00:00,Zone 1,41264.24507333333,31386.693972529312,-2005.7945655935728
2017-10-25 20:00:00,Zone 1,39878.862145,31366.825490525203,-1932.7021048929382
2017-10-25 21:00:00,Zone 1,36744.68271166666,31346.965040547704,-1772.529283104781
2017-10-27 06:00:00,Zone 1,21661.969363333334,30714.91687068995,-1747.8077576405085
2017-10-27 10:00:00,Zone 1,30771.466083333333,30644.001295817256,-1969.03057947856
2017-11-03 10:00:00,Zone 1,32288.205130000002,29279.930844224615,1818.617196077259
2017-11-05 15:00:00,Zone 1,25988.717946666668,28919.89689035154,-1801.1782910314869
2017-11-06 07:00:00,Zone 1,19325.128203333334,28850.281247512565,-2132.4943961947865
2017-11-06 08:00:00,Zone 1,21761.025641666667,28846.35733571372,-2012.7772377832152
2017-11-15 14:00:00,Zone 1,33918.97435833333,28901.732072278654,1722.612999482786
2017-11-20 08:00:00,Zone 1,20821.538461666667,28803.93964378648,-2569.7165976243705
2017-11-21 14:00:00,Zone 1,33545.641025,28793.60950588543,1904.9347338383668
2017-11-22 14:00:00,Zone 1,28447.179486666664,28856.072383335577,-2816.2622990118434
2017-11-26 14:00:00,Zone 1,30357.948716666666,29149.747951348807,1794.4601351347192
2017-11-27 09:00:00,Zone 1,25309.74359166667,29145.927696064642,-1591.9780579606158
2017-11-27 10:00:00,Zone 1,26924.102564999997,29143.728998403447,-2358.299374172959
2017-11-27 11:00:00,Zone 1,28562.051283333334,29141.332275692122,-2463.3018017689865
2017-11-27 12:00:00,Zone 1,28995.897436666666,29138.74010240812,-2920.970058000643
2017-11-27 13:00:00,Zone 1,29340.512821666667,29135.955711352133,-2678.0964092028225
2017-11-27 14:00:00,Zone 1,28779.48718,29132.982792140287,-2310.4486879229153
2017-11-29 11:00:00,Zone 1,33527.17948666667,28883.58583290106,2010.834142464002
2017-11-29 12:00:00,Zone 1,35287.17948666667,28877.371603122345,2630.6922238801926
2017-11-29 13:00:00,Zone 1,35091.282053333336,28871.2069449816,2311.7653442820883
2017-11-29 14:00:00,Zone 1,33104.615385000005,28865.09507560676,1894.583872387364
2017-11-29 15:00:00,Zone 1,32708.71794833333,28859.038897163846,1690.9289310830427
2017-11-29 16:00:00,Zone 1,34192.82051333333,28853.04114295469,2495.750863023375
2017-12-01 07:00:00,Zone 1,18551.07731333333,28676.013528528183,-2389.6940768676395
2017-12-01 08:00:00,Zone 1,20355.893536666666,28672.754013908696,-2734.88485547655
2017-12-01 09:00:00,Zone 1,23467.680608333332,28669.527340405526,-2629.2549380827804
2017-12-01 10:00:00,Zone 1,26351.3308,28666.330664822435,-2343.5721312727546
2017-12-01 11:00:00,Zone 1,28153.10519833333,28663.16133824891,-2006.0827339903044
2017-12-01 14:00:00,Zone 1,27616.730038333335,28653.795585347503,-1696.2669994855569
2017-12-01 15:00:00,Zone 1,26732.572878333332,28650.714508368303,-2369.208470195106
2017-12-01 16:00:00,Zone 1,26866.413181666667,28647.650497031274,-2570.89638679571
2017-12-01 17:00:00,Zone 1,32972.37008833333,28644.60150045733,-2398.5355744573317
2017-12-01 18:00:00,Zone 1,35566.032953333335,28641.565484400246,-2202.7549925820094
2017-12-01 19:00:00,Zone 1,35371.35614833333,28638.54030762258,-2055.5921164801293
2017-12-01 20:00:00,Zone 1,35434.220531666666,28635.523696581455,-1784.1826462958416
2017-12-09 16:00:00,Zone 1,31503.168566666664,29186.123924838357,1882.4369776816457
2017-01-11 07:00:00,Zone 2,12553.19149,19091.440096337443,-1918.3446568882937
2017-01-11 08:00:00,Zone 2,13730.699088333335,19095.127344874752,-1652.136663191126
2017-01-11 09:00:00,Zone 2,16246.200608333333,19098.938273671745,-1697.4237833973857
2017-01-11 10:00:00,Zone 2,18676.595746666666,19102.868175650347,-1697.7779134617922
2017-01-15 01:00:00,Zone 2,18797.56839,19542.77087041392,2502.2191450758764
2017-01-15 02:00:00,Zone 2,17645.592706666666,19549.8077477017,2711.1262847236903
2017-01-15 03:00:00,Zone 2,17217.62918,19556.920015700092,2890.305244554951
2017-01-15 04:00:00,Zone 2,16675.987841666665,19564.10553327262,2756.710220850993
2017-01-15 05:00:00,Zone 2,16886.322188333335,19571.36195834105,2734.4597944525085
2017-01-15 06:00:00,Zone 2,18062.613981666665,19578.68664304149,3042.921477740172
2017-01-15 07:00:00,Zone 2,16081.458966666667,19586.076608749387,3107.3802284287085
2017-01-15 08:00:00,Zone 2,16522.188449999998,19593.52855199571,3321.5553805102027
2017-01-15 09:00:00,Zone 2,18344.072948333334,19601.038814482647,3435.932913847704
2017-01-15 10:00:00,Zone 2,21274.164135000003,19608.603420023926,4152.776596927306
2017-01-15 11:00:00,Zone 2,22849.848023333336,19616.21815888914,4230.7733677895085
2017-01-15 12:00:00,Zone 2,20696.656536666665,19623.87849942329,2458.12577040993
2017-01-17 09:00:00,Zone 2,17615.197566666666,19929.07666112435,-1455.8918313993454
2017-01-17 10:00:00,Zone 2,17981.155016666668,19932.80927064928,-2251.858114360595
2017-01-17 11:00:00,Zone 2,18916.717325,19936.331920539986,-2374.8348157490327
2017-01-17 12:00:00,Zone 2,19438.297873333333,19939.6431305319,-2246.533431752854
2017-01-17 13:00:00,Zone 2,19026.13982,19942.74178796036,-2238.040844721283
2017-01-17 14:00:00,Zone 2,19285.106383333336,19945.627135426275,-2174.6543104730044
2017-01-17 15:00:00,Zone 2,20272.948326666665,19948.298705976587,-1549.0199806595228
2017-01-18 13:00:00,Zone 2,24000.000001666664,19955.146509650476,1691.1371945360224
2017-01-18 14:00:00,Zone 2,23947.720365,19953.362159262124,1764.4854962955615
2017-01-18 15:00:00,Zone 2,24553.79939,19951.43047687123,2093.5555229271376
2017-01-18 16:00:00,Zone 2,24492.401216666665,19949.356779966412,2467.8838660287474
2017-01-18 17:00:00,Zone 2,26514.893614999997,19947.146453972597,2449.404503613783
2017-01-22 07:00:00,Zone 2,9961.094225166666,19705.86485522822,-1788.4758197699048
2017-01-22 08:00:00,Zone 2,10365.349544333332,19702.251604321424,-1922.0084711795134
2017-01-22 09:00:00,Zone 2,12248.024318333335,19698.5654320557,-1810.9977389257474
2017-01-22 10:00:00,Zone 2,14082.06687,19694.8072139171,-1826.7217882195473
2017-01-22 11:00:00,Zone 2,14716.109423333333,19690.97834678268,-2548.289440738379
2017-01-22 12:00:00,Zone 2,14736.778116666666,19687.08073154932,-2885.2935363080433
2017-01-22 13:00:00,Zone 2,15202.431611666667,19683.116788622374,-2340.8967280732722
2017-01-22 14:00:00,Zone 2,15237.689968333332,19679.089372251947,-2647.693168990001
2017-01-22 15:00:00,Zone 2,15149.544073333333,19675.001773667937,-2339.2174890460883
2017-01-22 16:00:00,Zone 2,14519.148935,19670.8577344104,-2565.8390771913546
2017-01-22 17:00:00,Zone 2,17993.31307,19666.661402654314,-1521.2139045715267
2017-02-14 18:00:00,Zone 2,28399.392096666666,19257.59002207305,1558.947643239535
2017-02-14 19:00:00,Zone 2,29342.24924,19258.905173212246,1838.3938476292751
2017-02-14 20:00:00,Zone 2,29145.28875333333,19260.193021526935,1823.4158181126004
2017-02-14 21:00:00,Zone 2,28455.31915,19261.45744232204,1928.2797666666447
2017-02-15 11:00:00,Zone 2,22805.471121666666,19278.63513503051,1438.0899058685063
2017-02-18 13:00:00,Zone 2,19868.69300833333,19293.61413303385,-1542.3081550775241
2017-02-18 16:00:00,Zone 2,18555.01519833333,19282.175560228,-1552.0686529445557
2017-02-18 17:00:00,Zone 2,18790.273555,19278.115331958485,-1604.2800483042265
2017-02-19 13:00:00,Zone 2,20678.419453333332,19179.399713195235,1547.1578321598608
2017-02-19 14:00:00,Zone 2,20706.99088166667,19174.039560220885,1499.0873331820076
2017-02-19 16:00:00,Zone 2,19671.73252166667,19163.35545175468,1451.8761516308768
2017-02-22 23:00:00,Zone 2,17674.164133333335,18899.14049003125,-1782.0893283304213
2017-02-23 00:00:00,Zone 2,15189.057751666667,18895.71910223923,-1440.0059380637213
2017-02-23 10:00:00,Zone 2,18455.92705166667,18857.525365382215,-1503.4895148629366
2017-02-23 11:00:00,Zone 2,19694.832828333336,18853.332775940034,-1462.5209741779654
2017-02-23 12:00:00,Zone 2,19568.389056666667,18849.082508470918,-2438.608749923049
2017-02-23 13:00:00,Zone 2,19574.468081666666,18844.7782837357,-2628.7556334865094
2017-02-23 14:00:00,Zone 2,20356.838906666668,18840.424166144312,-1874.9901971330291
2017-03-01 11:00:00,Zone 2,19435.975608333334,18698.29631253695,-1669.8442050044869
2017-03-01 12:00:00,Zone 2,19901.219511666666,18696.99884184336,-1619.2759098725874
2017-03-01 13:00:00,Zone 2,19765.853658333333,18695.697477836646,-1571.564113515291
2017-03-01 14:00:00,Zone 2,19629.26829333333,18694.39391958552,-1487.3967526637098
2017-03-07 20:00:00,Zone 2,28703.658536666666,18665.752559282733,1551.4444475338278
2017-03-07 21:00:00,Zone 2,27565.853656666663,18666.311119756774,1584.0354234166916
2017-03-07 22:00:00,Zone 2,25553.04878166667,18666.907160357558,1792.7637958628184
2017-03-08 12:00:00,Zone 2,19770.121951666664,18677.07461537245,-1468.3404384913738
2017-03-08 13:00:00,Zone 2,19507.926828333333,18677.799979285875,-1412.049857543483
2017-03-08 15:00:00,Zone 2,19292.07317,18679.212743741497,-1513.2039772015378
2017-03-08 16:00:00,Zone 2,18690.853658333333,18679.89700224461,-1426.1985398608267
2017-03-08 17:00:00,Zone 2,18319.512195,18680.56421130447,-1468.3732572859772
2017-03-08 18:00:00,Zone 2,22303.658536666666,18681.212370429763,-1579.5089035508208
2017-03-08 20:00:00,Zone 2,23887.19512,18682.44225712846,-2156.6351555980473
